Image Path,Classification
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170409-PICT4388.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170409-PICT4393.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170411-PICT4478.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170411-PICT4490.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170412-PICT4532.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170412-PICT4559.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170412-PICT4565.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170412-PICT4566.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170412-PICT4614.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170412-PICT4623.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170413-PICT4655.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170414-PICT4683.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170414-PICT4700.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170414-PICT4701.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170416-PICT4785.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170501-PICT4936.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170507-PICT4988.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170511-PICT5031.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170513-PICT5066.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170515-PICT5099.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170516-PICT5106.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170520-PICT5161.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170521-PICT5199.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170523-PICT5227.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170525-PICT5258.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170529-PICT5322.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170531-PICT5336.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170601-PICT5373.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170601-PICT5377.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170602-PICT5385.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170606-PICT5479.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170606-PICT5527.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170606-PICT5541.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170606-PICT5544.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_20170606-PICT5562.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_IM000103.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0010.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0069.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0119.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0155.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0175.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0204.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0232.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0270.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0306.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0338.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0370.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0405.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0410.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0421.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0428.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0457.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0546.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0563.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0586.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0602.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0605.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0656.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0662.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0686.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0726.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0736.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0752.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0760.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0821.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0852.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0915.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0947.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT0964.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1004.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1049.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1065.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1076.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1206.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1246.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1250.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1291.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1328.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1338.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1376.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1386.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1391.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1424.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1430.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1450.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1470.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1502.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1534.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1639.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1648.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1651.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1691.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1744.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1745.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1820.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1826.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1829.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1843.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT1959.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2011.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2035.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2092.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2144.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2165.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2176.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2222.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2229.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2277.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2402.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2459.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2486.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2585.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2644.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2654.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2674.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT2739.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_PICT3035.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP0061.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP0093.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP0196.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP0223.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP0522.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP0660.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP0761.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP0903.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP0924.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP1395.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP1397.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP1679.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP1942.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP1978.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP2001.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP2133.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP2225.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP2478.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP2557.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP2662.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP2671.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP2687.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP2845.JPG,Night
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP2954.JPG,Day
balanced_dataset_split\train\equus zebra hartmannae\equus zebra hartmannae_SUNP4076.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_20150206-PICT0277.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0024.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0025.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0026.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0034.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0035.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0046.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0047.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0048.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0073.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0074.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0075.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0079.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0080.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0081.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0104.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0124.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0125.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0126.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0127.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0128.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0163.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0164.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0217.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0219.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0232.JPG,Day
balanced_dataset_split\train\eupodotis rueppellii\eupodotis rueppellii_PICT0234.JPG,Day
balanced_dataset_split\train\giraffa camelopardalis\giraffa camelopardalis_20110111-PICT1622.JPG,Night
balanced_dataset_split\train\giraffa camelopardalis\giraffa camelopardalis_20130911-PICT0040.JPG,Night
balanced_dataset_split\train\giraffa camelopardalis\giraffa camelopardalis_20131120-PICT0305.JPG,Day
balanced_dataset_split\train\giraffa camelopardalis\giraffa camelopardalis_20131120-PICT0308.JPG,Day
balanced_dataset_split\train\giraffa camelopardalis\giraffa camelopardalis_20140119-PICT0008.JPG,Day
balanced_dataset_split\train\giraffa camelopardalis\giraffa camelopardalis_20140119-PICT0009.JPG,Day
balanced_dataset_split\train\giraffa camelopardalis\giraffa camelopardalis_20140122-PICT4151.JPG,Day
balanced_dataset_split\train\giraffa camelopardalis\giraffa camelopardalis_20140122-PICT4173.JPG,Day
balanced_dataset_split\train\giraffa camelopardalis\giraffa camelopardalis_20140125-PICT0031.JPG,Day
balanced_dataset_split\train\giraffa camelopardalis\giraffa camelopardalis_20140125-PICT0034.JPG,Day
balanced_dataset_split\train\giraffa camelopardalis\giraffa camelopardalis_20140216-PICT0031.JPG,Day
balanced_dataset_split\train\giraffa camelopardalis\giraffa camelopardalis_20140225-PICT0360.JPG,Night
